Date,Open,High,Low,Close,Volume,Quote Volume,Weighted Price
2015-01-01,0.024004708775339462,0.024359489374816634,0.023789306268514034,0.02410924234482827,2048.873223881821,27030113.827096086,0.02400787645926336
2015-01-02,0.024252299222400003,0.02463439924921125,0.0240312496201125,0.024558610814141252,5773.658950738507,74381047.88393138,0.024511243042222502
2015-01-03,0.023448621927423516,0.023668726003635666,0.020804357888546003,0.02227875368673426,15132.82929475088,204632289.5029837,0.022296844432724297
2015-01-04,0.019897932293689892,0.020445810279248314,0.018218326550084027,0.019026308225756045,26127.126093491537,380516282.8840361,0.018998637620424804
2015-01-05,0.01839139191060101,0.020598467395670925,0.01839139191060101,0.020327327901190594,10385.638932535048,140430609.9577026,0.02005076561682065
2015-01-06,0.020300463151879326,0.020944965832329427,0.019636762519245603,0.020050889773492266,15508.809606508628,209009439.8715315,0.0203498293146372
2015-01-07,0.02146151704514646,0.021869553000457,0.020569121862309015,0.021135675382992,13370.467257279372,187269835.65413728,0.02095660924433054
2015-01-08,0.020993317430673154,0.021205283153002217,0.02064197698681265,0.02089169002955648,11524.839389914514,160327121.64874542,0.02087136454933314
2015-01-09,0.02117381322222598,0.021617304969473925,0.020861618373834333,0.02086745379156128,6563.430087432925,89678565.32064061,0.021351793462897853
2015-01-10,0.02035154935723888,0.02090808117614172,0.01943058807316616,0.020085996103549202,19224.94300352615,270268392.10920167,0.02009447120739036
2015-01-11,0.019291898745885737,0.019297323914261966,0.017903055641570003,0.019186107962549187,24615.873574925437,358790086.77032924,0.018608327530480338
2015-01-12,0.01948964801546383,0.019522648689399992,0.018241122518212444,0.018241122518212444,13483.553464656678,196140270.63379714,0.018903886053096987
2015-01-13,0.01604866997546253,0.016328106755321547,0.014445460653728998,0.01533113315938386,9678.5924077003,148207591.21981025,0.0154637472244017
2015-01-14,0.012747792465555416,0.01606437085835917,0.01260299789265425,0.015725864627117253,25256.980451155043,342786715.9410978,0.014416843420754001
2015-01-15,0.01702626373153656,0.017917996584828,0.0157407516509739,0.016684571703639836,24281.178165535395,302981663.99480563,0.01669707263148972
2015-01-16,0.01675046584600586,0.017038686622306138,0.01604358861361978,0.016441207056836955,7033.857705025657,89758756.57386662,0.016485386883861083
2015-01-17,0.01550031934803444,0.01567470545734247,0.015213684708597101,0.015245755717205475,1642.1842056872172,21311853.735968627,0.015444195082969785
2015-01-18,0.01602981472055202,0.01621232929726816,0.015027033482962193,0.015725623759358456,4781.1241451041105,64073979.86673046,0.01565219835493242
2015-01-19,0.015857907496720804,0.016189999196998935,0.015656960289546138,0.016037702366298135,2669.5333639785104,35549545.36897467,0.015883290301837605
2015-01-20,0.016242334266378455,0.016786162422618805,0.01599281311233876,0.01678189710374633,11945.400982647232,155628417.4917477,0.016368161173116416
2015-01-21,0.017057874486121352,0.017547532765540053,0.01619555592325125,0.01619555592325125,9154.832406741361,118304598.08665834,0.016765379496203103
2015-01-22,0.01753364019487843,0.01753364019487843,0.01682516289505861,0.017106677053927412,9256.070631872444,127026677.1634024,0.017092601345983973
2015-01-23,0.0169521962021652,0.01716988833918754,0.01638943886922447,0.016544602413697842,5413.738627576782,75217041.28902602,0.01666734372499767
2015-01-24,0.0172460860184052,0.017719242913647,0.015713154240453452,0.016092162569805304,14175.73128863492,204753260.0989525,0.016712577478362148
2015-01-25,0.016657528377859165,0.017489655133008743,0.016195235736109394,0.01626020659386882,8784.303547319105,132818625.15656559,0.016525087783195717
2015-01-26,0.018368865094434472,0.018368865094434472,0.014870840946317278,0.016913709653174087,19606.189694130633,340468964.6594375,0.01626948549665493
2015-01-27,0.014905822144853035,0.01624646413657946,0.014598381688103741,0.01487810210367072,7705.154365092075,125937309.46074203,0.015417382904853907
2015-01-28,0.015260617183510228,0.01628454202333911,0.015128748075350449,0.016031146482169335,4876.755626667239,80240502.2186744,0.015713109221313394
2015-01-29,0.014498734047127542,0.015339105043257941,0.01409722346008746,0.014265297659313541,5504.450744467902,86687969.613818,0.01482087626231086
2015-01-30,0.014115025964077712,0.014593149082153981,0.014089618455387667,0.014579290441050321,3374.3459625121495,54331855.83544656,0.014343693542288101
2015-01-31,0.01429510715552325,0.014969296861499169,0.01404828516147105,0.014793321921295283,6312.868688322467,99601333.03185456,0.014484794428730035
2015-02-01,0.014351708110501668,0.014585751350457539,0.013358128318236165,0.013358128318236165,5196.356119054849,80813134.42172305,0.014197151253927034
2015-02-02,0.013881128206223252,0.014157608290659958,0.01314765624668454,0.01317964567794168,3027.9223228226188,50583589.34020279,0.013675481862427353
2015-02-03,0.013471987189770534,0.013910004347961668,0.012752218454148347,0.013756106427516136,7308.35535554957,130947335.36782698,0.013213912215484947
2015-02-04,0.013112450348291553,0.014182346676520276,0.013006139296649375,0.013501503558556543,6994.278021220432,116487798.72962217,0.01358067136297093
2015-02-05,0.01291835809132037,0.01594558413411577,0.012916164449260373,0.015693315297216154,18923.678359658577,287417226.40486,0.014442939323018053
2015-02-06,0.015930293862888866,0.016432639951377098,0.013892392045397299,0.014006461899551832,15140.167682637459,219348436.9022262,0.015140579487972866
2015-02-07,0.014466705933938503,0.014953415265359376,0.013836450993250636,0.014702210449142153,3967.9639585623668,62219553.97559459,0.014302974223368346
2015-02-08,0.014582906760227499,0.01463873718427125,0.0133993017705,0.0144935780817575,8465.983214808748,132902549.64870156,0.0142255920463475
2015-02-09,0.014068677866334983,0.01411254652198305,0.013551027729687797,0.013792305335752163,6581.192899288514,104528402.84998697,0.013809852798011389
2015-02-10,0.013517528992117441,0.01387875079068336,0.01319982789217392,0.013508824852392961,6626.035915877713,107119117.07577616,0.0134587760489772
2015-02-11,0.013407515416524584,0.013770412458615416,0.013337559360217917,0.013551799782657083,3395.254807344728,54859199.66657633,0.01352993851506125
2015-02-12,0.013891164665306934,0.01419961065388164,0.013811279373301972,0.014117506325987654,2398.6154935338673,37823635.01234366,0.014070906572318093
2015-02-13,0.014852588875424512,0.014948306596878838,0.014205910610964816,0.014495398353899841,1455.2019214848933,23327605.396976538,0.014563101132489487
2015-02-14,0.015453853539091655,0.015466161482337188,0.013767665314453587,0.014220597625889213,6602.610076811756,111515122.90611213,0.014572604802711468
2015-02-15,0.014078148847036528,0.014419496411737792,0.013090679106293577,0.01401475572787772,5723.088824097591,100389248.37566312,0.013897722277123
2015-02-16,0.013871391104029634,0.014227128608834634,0.01351802518259,0.013816844686626202,2101.903854763482,36129354.35577653,0.013795500436337902
2015-02-17,0.013940244568766665,0.014126432766774166,0.013653801187216664,0.013653801187216664,985.528593579526,16921128.694646463,0.013902052117893332
2015-02-18,0.013524223857598163,0.013909549585405977,0.013413117666144378,0.013729888509863683,1466.668111957397,25626631.63205472,0.01352895178063875
2015-02-19,0.014084397965356111,0.014096396941302061,0.013503647529572132,0.013530045276653222,431.2681701659769,7421534.5734650865,0.013945209844383091
2015-02-20,0.013908080178304428,0.013912963633423215,0.013187770548283394,0.013195095730961575,1836.4366023931973,33109250.319889978,0.013541821044395429
2015-02-21,0.013176049574203774,0.013378495356258365,0.013049216072193665,0.013363860721411045,799.1289677031758,14746324.48807743,0.013217514372937845
2015-02-22,0.01310863900441352,0.01361364591146688,0.01299854271188056,0.013340798577798239,1901.7343148719442,34116084.2099514,0.013340798577798239
2015-02-23,0.01323216034812,0.013574778785705252,0.013019500628239502,0.013371570608930551,2458.2109590120467,43320675.67343304,0.013407013895577302
2015-02-24,0.013272359673497222,0.013582573042349187,0.012690113042728914,0.0129573737912783,4826.4509170664805,87980281.00465697,0.013088617908869518
2015-02-25,0.013279368422808241,0.01340320758313572,0.01278639330381231,0.013148384695538789,12242.407615338065,223275793.1510089,0.01305788684760717
2015-02-26,0.0130525830438552,0.013336334849156401,0.01278301882881906,0.01309041661789536,53273.436029439334,970710758.873653,0.012976915895774882
2015-02-27,0.01362242925485946,0.013749184206875119,0.012426956079966666,0.012901665802221391,33094.413647920235,641150569.519029,0.012827104065741592
2015-02-28,0.0129384660178844,0.01330813647553824,0.012329892883515495,0.01237012912380435,38041.33710302242,751112870.6262826,0.012734770051422081
